ID,MEMBER_ID,PROVIDER_NAME,PHYSPENTRIGHTTIME__C,HOWLIKELYCONTACTDR__C,LEVELTRUSTPHYSICIAN__C,sentiment_label,HOWLIKELYCONTACTDR_encoded,PHYSPENTRIGHTTIME__encoded,LEVELTRUSTPHYSICIAN_encoded,sentiment_label_encoded,MembertoProvider_Score
a2p4w000002O5Y2AAK,0011U00000riZXzQAM,Melissa Banzon,No Response,Unlikely,Dissatisfied,Positive,20,40,20,100,4.5
a2p4w000001prGlAAI,0011U00000rjeVfQAI,Megan Montecalvo,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O96WAAS,0014w00003GElkeAAD,Kathryn Plummer,Agree,Likely,Neutral,Neutral,80,80,60,50,6.75
a2p4w000002OBmoAAG,0014w00003GEtm7AAD,Patricia Jordan,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O3RJAA0,0014w00002pQHTEAA4,Randolph Kline,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O1FpAAK,0013g000002vOetAAE,My - Linh Nguyen,Agree,Somewhat Likely,Neutral,Positive,60,80,60,100,7.5
a2p4w000002O2diAAC,0011U00000rk9wtQAA,Kathleen Hathaway,Neither agree or disagree,Likely,Neutral,Positive,80,60,60,100,7.5
a2p4w000002KKTdAAO,0011U00000rhqoJQAQ,Heather Thomas,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O7rLAAS,0014w00002pPaPNAA0,Jeffrey Peterson,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002OD7nAAG,0014w00003GFvIJAA1,Mike Peck,Agree,Very Likely,Very Satisfied,Neutral,100,80,100,50,8.25
a2p4w000002O3ldAAC,0014w00002pPaz2AAC,Madeline Jewell,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O3Y0AAK,0014w00002pQNDwAAO,Sydney Harasym,Agree,Likely,Very Satisfied,Positive,80,80,100,100,9.0
a2p4w000002ODlEAAW,0011U00000rj6tkQAA,Marci Kessen,Strongly disagree,Very Unlikely,Very Satisfied,Positive,0,0,100,100,5.0
a2p4w000002O5q6AAC,0014w00002pQGABAA4,Deepa Kordick,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O5HuAAK,0014w000031qaSQAAY,Jeanine Kuna,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002NzaMAAS,0014w00002pQJLpAAO,Tonya Cramer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002OAl6AAG,0014w00003GEffFAAT,Jodi Blume,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O3PSAA0,0011U00000rhrvAQAQ,Genni Lehnert-Beers,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002OBBJAA4,0014w00003GFOgBAAX,James Demmel,Strongly agree,Somewhat Likely,Satisfied,Negative,60,100,80,0,6.0
a2p3g000000pxQHAAY,0011U00000rjmj7QAA,Ameena Jiwani,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O5y0AAC,0014w000031pIs3AAE,Karl Treiber,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O8OZAA0,0011U00000riHYmQAM,Kathleen Hathaway,Strongly agree,Likely,Very Satisfied,Negative,80,100,100,0,7.0
a2p4w000002ODTUAA4,0014w00002pPauBAAS,Madeline Jewell,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O2wuAAC,0014w00002pQGvGAAW,Rachel Vreeland,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O3DRAA0,0014w00002pQKPvAAO,Heather Tamburrino,Strongly agree,Very Unlikely,Very Satisfied,Positive,0,100,100,100,7.5
a2p4w000002OAytAAG,0014w00003GEdeUAAT,Kathryn Plummer,Disagree,Somewhat Likely,Very Satisfied,Positive,60,20,100,100,7.0
a2p4w000002OCgNAAW,0014w00002pQKPqAAO,Gemma Lim-GO,Strongly agree,Very Unlikely,Very Satisfied,Positive,0,100,100,100,7.5
a2p4w000002K0bNAAS,0011U00000sgxo6QAA,Brian Sammon,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O6Z6AAK,0011U00000ribl6QAA,Kelly DeMeyere-Coursey,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O8VLAA0,0014w00002pQKzLAAW,Kathleen Wagner,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O656AAC,0011U00000rjgXTQAY,Katie O'Grady,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002KKY4AAO,0011U00000rjDo5QAE,Jenny Chien,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O6HqAAK,0011U00000rhypRQAQ,Amy Jo Friedman,Agree,Likely,Very Satisfied,Positive,80,80,100,100,9.0
a2p4w000002O7MhAAK,0014w00002pQ8z9AAC,Sheri Pierce,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O6VJAA0,0014w00002pQKo5AAG,Zakiya Steadman,Agree,Somewhat Likely,Satisfied,Neutral,60,80,80,50,6.75
a2p4w000002OCczAAG,0014w00003GEZOTAA5,Anette Lane,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O43SAAS,0014w00002pQKS9AAO,Heather Tamburrino,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O7jlAAC,0014w00002pPaDQAA0,Jeffrey Peterson,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O6uOAAS,0011U000011ElmVQAS,Jessica Smith,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000qSNlAAM,0011U00000rj2SpQAI,Sonya Black,Strongly agree,Very Likely,Satisfied,Negative,100,100,80,0,7.0
a2p4w000002O9BgAAK,0013g000006teQWAAY,Jeffrey Peterson,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O2utAAC,0014w000031rXFsAAM,Monique Moses,Agree,Very Likely,Neutral,Neutral,100,80,60,50,7.25
a2p4w000002O38qAAC,0014w000031qDKcAAM,Ronda Nartker,Agree,Likely,Satisfied,Positive,80,80,80,100,8.5
a2p4w000001plJFAAY,0011U00000rhwJDQAY,Sean McBrearty,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002OD5cAAG,0014w00002pQ9UrAAK,Sheri Pierce,No Response,Very Likely,Very Satisfied,Positive,100,40,100,100,8.5
a2p4w000002O4hhAAC,0014w000031qiO7AAI,Jessica Hays,Agree,Likely,Satisfied,Positive,80,80,80,100,8.5
a2p4w000002Nz1WAAS,0014w00002pQF0KAAW,Eri Gibb,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p4w000002ODOPAA4,0014w00002pPl11AAC,Paul Angleton,Strongly disagree,Very Unlikely,Very Satisfied,Positive,0,0,100,100,5.0
a2p4w000002O0iWAAS,0014w000031qcepAAA,Ashley Lichtle,Strongly agree,Somewhat Likely,Very Satisfied,Neutral,60,100,100,50,7.75
a2p4w000001pyiXAAQ,0013g000007ZZehAAG,Margaret Simon,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O2SVAA0,0011U00000rjOmSQAU,Scott Zeller,Strongly agree,Very Likely,Neutral,Positive,100,100,60,100,9.0
a2p4w000002O5GcAAK,0011U00000rjlznQAA,Sonya Black,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002KEtkAAG,0011U00000rjlznQAA,Sonya Black,Strongly disagree,Very Likely,Very Satisfied,Positive,100,0,100,100,7.5
a2p4w000002NzMjAAK,0011U00000rjlznQAA,Sonya Black,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O2JiAAK,0011U00001An2WhQAJ,Evelyn Hemmingsen,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O0d7AAC,0014w000031pWl5AAE,Amanda Gracia,Agree,Very Likely,Satisfied,Positive,100,80,80,100,9.0
a2p4w000002OA8YAAW,0011U00000rhrZVQAY,Kristin Everett,No Response,Very Likely,Very Satisfied,Positive,100,40,100,100,8.5
a2p4w000002NyafAAC,0013g000007ZXuiAAG,Margaret Simon,Strongly disagree,Very Unlikely,Satisfied,Positive,0,0,80,100,4.5
a2p4w000002O7TYAA0,0011U00000rjJwpQAE,Jeffrey Peterson,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002NzWtAAK,0011U00000rjBY6QAM,Cari Bollweg,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O1adAAC,0014w00002pQIThAAO,Michael Springer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O1q7AAC,0014w00002pPb0uAAC,Madeline Jewell,Strongly agree,Unlikely,Satisfied,Positive,20,100,80,100,7.5
a2p4w000002NzTQAA0,0014w000031g1cXAAQ,Bianca Bottiaux,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002OEPTAA4,0011U00000ri1ZBQAY,Katie O'Grady,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O42oAAC,0011U00000rjV3TQAU,Genni Lehnert-Beers,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p4w000002OClmAAG,0014w00003GEssgAAD,Heather Gutwein,Strongly agree,Somewhat Likely,Very Satisfied,Positive,60,100,100,100,9.0
a2p4w000002O0zXAAS,0011U00000rjGsTQAU,Genni Lehnert-Beers,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002OC9dAAG,0014w00002pQL8mAAG,Zakiya Steadman,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O8LQAA0,0014w000031qgsCAAQ,Melita Marcial-Schuster,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O5lkAAC,0014w000031qNbsAAE,Jessica Smith,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O0miAAC,0014w00002pPcVMAA0,Genni Lehnert-Beers,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002NzyiAAC,0011U00000rjoKgQAI,Tiffany Friesen,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O5J7AAK,0011U00000rjWhtQAE,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O2uPAAS,0011U00000rk2CLQAY,Heather Thomas,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O5FeAAK,0014w00002pPV6kAAG,Sarah Davis,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O59MAAS,0014w00002pPV6kAAG,Sarah Davis,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002KAHXAA4,0011U00000rjddbQAA,Kelli Peiffer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002OCtlAAG,0014w00003GEZ4hAAH,Susan Schowe,Strongly agree,Likely,Satisfied,Neutral,80,100,80,50,7.75
a2p4w000002O5w9AAC,0013g000007ZZENAA4,Gabriel Alarcon,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O0TMAA0,0014w000031r526AAA,Brandon Baker,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000001pykiAAA,0011U00000ri9qdQAA,Jenny Chien,Strongly agree,Very Likely,Satisfied,Neutral,100,100,80,50,8.25
a2p4w000002OC5bAAG,0014w00003GEiB0AAL,Robin Brauchla,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O1uJAAS,0014w000031qgDuAAI,Melita Marcial-Schuster,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002KKA2AAO,0011U00000rjvnAQAQ,Scott Davidson,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002KKtMAAW,0011U00000rhtIOQAY,Kelly DeMeyere-Coursey,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002OBONAA4,0014w00002pQGpjAAG,Alexander Bingcang,Strongly agree,Very Likely,Satisfied,Positive,100,100,80,100,9.5
a2p4w000002O2aeAAC,0014w00002pQNxcAAG,Sydney Harasym,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002ODjNAAW,0014w000031fxgwAAA,Danielle Solares,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O1rjAAC,0011U00000rjRojQAE,Michael Gorman,Strongly agree,Likely,Satisfied,Positive,80,100,80,100,9.0
a2p4w000002OEAdAAO,0011U00000rjIreQAE,Kathleen Hathaway,Strongly agree,Likely,Satisfied,Positive,80,100,80,100,9.0
a2p4w000002O7JJAA0,0011U00000rirwCQAQ,David Malfese,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p4w000002KB9ZAAW,0011U00000sgxpYQAQ,Matthew Szvetecz,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000qIvMAAU,0013g00000D0AKYAA3,Tiffany Friesen,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O8FIAA0,0014w00003GEpO0AAL,Patricia Jordan,Strongly agree,Very Unlikely,Very Satisfied,Negative,0,100,100,0,5.0
a2p3g000000qYWFAA2,0011U00000riLXMQA2,Scott Zeller,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O9DSAA0,0014w000031qOMGAA2,Colleen Henderson,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p4w000002O1fiAAC,0014w000031qDJUAA2,Ronda Nartker,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p4w000002OA1IAAW,0011U00000rihrIQAQ,Jennifer Watson,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O5XxAAK,0014w00003GECmxAAH,Eric Hutto,Strongly agree,Likely,Very Satisfied,Negative,80,100,100,0,7.0
a2p4w000002O5zNAAS,0014w00003GE2E8AAL,Rachel Vreeland,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p4w000002KHyYAAW,0011U00000riz2VQAQ,Jenny Chien,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p4w000002OAUyAAO,0011U00000riNWXQA2,Care Team- Ohio,Agree,Very Likely,Satisfied,Neutral,100,80,80,50,7.75
a2p4w000002O215AAC,0011U000019xyYlQAI,Kevin Izard,Strongly agree,Very Likely,Satisfied,Neutral,100,100,80,50,8.25
a2p4w000002O4tsAAC,0013g000006tf5IAAQ,Madeline Jewell,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002OBBTAA4,0014w00003GEjrMAAT,DeNay Dreiband,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O7g3AAC,0014w00002pQLpkAAG,Rachel Vreeland,Strongly agree,Somewhat Likely,Very Satisfied,Neutral,60,100,100,50,7.75
a2p4w000002O7ZMAA0,0014w000031rDFqAAM,Margaret Simon,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O5BrAAK,0014w000031qlDKAAY,Darla Rorick,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O0MBAA0,0011U00000rixu5QAA,Care Team- Ohio,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002OAmiAAG,0014w00003GEjZmAAL,Kathryn Plummer,Strongly agree,Unlikely,Very Satisfied,Neutral,20,100,100,50,6.75
a2p4w000002O9HtAAK,0014w00003GEgHBAA1,Bryon Thomas,Strongly agree,Somewhat Likely,Satisfied,Neutral,60,100,80,50,7.25
a2p4w000002OAPjAAO,0011U00000riAGNQA2,Joseph Orzechowski,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p4w000002O4UnAAK,0011U00000riAGNQA2,Joseph Orzechowski,Strongly agree,Very Likely,Satisfied,Positive,100,100,80,100,9.5
a2p4w000002O757AAC,0014w000031pZLVAA2,Erica Hyink,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O72cAAC,0014w00003GEV6lAAH,Robin Brauchla,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O6uJAAS,0011U00000riLjuQAE,Jenny Chien,Strongly agree,Very Unlikely,Satisfied,Positive,0,100,80,100,7.0
a2p4w000002NyPIAA0,0011U00000riDQLQA2,Care Team- Ohio,Strongly agree,Very Unlikely,Very Satisfied,Positive,0,100,100,100,7.5
a2p4w000002OAl1AAG,0014w00003GEVLlAAP,Robin Brauchla,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p4w000002O96CAAS,0014w00003GEXt6AAH,Hilma Green-Riley,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p4w000002O0cTAAS,0011U00000rjfnHQAQ,Timothy Koehler,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p4w000002NztiAAC,0014w00002pQKxJAAW,Kathleen Wagner,Agree,Very Likely,Very Satisfied,Positive,100,80,100,100,9.5
a2p4w000002O1y6AAC,0013g000006th4AAAQ,David Malfese,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002NyYUAA0,0011U00000rj3KsQAI,Care Team- Ohio,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002OCLoAAO,0013g0000091gkpAAA,Jason Mehrtens,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000001prB2AAI,0011U00000rjoMUQAY,Sonya Black,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002OD11AAG,0014w00003GExSYAA1,Anette Lane,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p4w000002O30cAAC,0014w00002pQNvVAAW,Wendy Perkins,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000q7XEAAY,0011U00000ril7wQAA,Scott Davidson,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p4w000002O1uEAAS,0014w00002pQGxLAAW,Rita Watkins,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p4w000002O21tAAC,0014w00002pQClwAAG,Eri Gibb,Agree,Unlikely,Satisfied,Positive,20,80,80,100,7.0
a2p3g000000qjpMAAQ,0011U00000riGoUQAU,Troy Curtis,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O3OUAA0,0013g000007Za6XAAS,Margaret Simon,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000001piLmAAI,0011U00000rjvUhQAI,Michael Smolak,Strongly agree,Somewhat Likely,Very Satisfied,Positive,60,100,100,100,9.0
a2p3g000000qA3MAAU,0011U00000ri0JCQAY,David McCay,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002OCURAA4,0011U00000rjTq7QAE,Melissa Banzon,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O3GLAA0,0011U00000rjTq7QAE,Melissa Banzon,Strongly agree,No Response,Very Satisfied,Neutral,40,100,100,50,7.25
a2p4w000002KKkUAAW,0011U00000rjgfLQAQ,Kathleen Hathaway,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p4w000002NzOLAA0,0014w000031g0tLAAQ,Bianca Bottiaux,Neither agree or disagree,Somewhat Likely,No Response,Positive,60,60,40,100,6.5
a2p4w000002O9vtAAC,0014w000031qcewAAA,Ashley Lichtle,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O7N1AAK,0011U00000rjKDHQA2,Jodi Ritter,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O2O9AAK,0011U00000riLrSQAU,Ameena Jiwani,Strongly agree,Likely,Satisfied,Neutral,80,100,80,50,7.75
a2p4w000002JvSBAA0,0011U00000riLrSQAU,Ameena Jiwani,Agree,Somewhat Likely,Neutral,Neutral,60,80,60,50,6.25
a2p4w000002OBUpAAO,0014w00002pQLEHAA4,Monique Moses,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p4w000002O5QhAAK,0014w00002pQ9puAAC,Courtney Ballina,Agree,Likely,Very Satisfied,Positive,80,80,100,100,9.0
a2p4w000002KHexAAG,0011U00000rin06QAA,Heather Thomas,Strongly disagree,Very Likely,Very Satisfied,Neutral,100,0,100,50,6.25
a2p4w000001ptXPAAY,0011U00000rilVIQAY,Kathleen Hathaway,Strongly agree,Likely,Satisfied,Positive,80,100,80,100,9.0
a2p4w000002O6y6AAC,0013g000007ZaAQAA0,Margaret Simon,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O2OTAA0,0014w000031qdCZAAY,Rebecca Rockers,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O4ZJAA0,0014w00002pQGZnAAO,Deepa Kordick,Strongly disagree,Very Likely,Very Satisfied,Neutral,100,0,100,50,6.25
a2p4w000002O6FpAAK,0014w00002pQDBKAA4,Rachel Vreeland,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000qkp3AAA,0011U00000rixQMQAY,Scott Davidson,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O9pMAAS,0011U00000riGoOQAU,Ameena Jiwani,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O4TLAA0,0011U00000rhrsEQAQ,Kelly DeMeyere-Coursey,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002OBIKAA4,0014w00003GEpJRAA1,Kathryn Plummer,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002ODZcAAO,0013g000002vQZGAA2,Care Team- Ohio,Agree,Very Unlikely,Very Satisfied,Positive,0,80,100,100,7.0
a2p4w000002O8NqAAK,0014w00003GEnBOAA1,Bryon Thomas,Agree,Likely,Satisfied,Neutral,80,80,80,50,7.25
a2p4w000002O5A5AAK,0011U00000rjkJOQAY,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O3xFAAS,0014w00002pQEIKAA4,David Wester,Strongly disagree,Very Likely,Very Satisfied,Positive,100,0,100,100,7.5
a2p4w000002O0prAAC,0014w000031qc0mAAA,William Farrell,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p3g000000qQmjAAE,0011U00000rjZgCQAU,Lauren DeAlleaume,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002NzhcAAC,0011U00001An2acQAB,Kelly O'Malia,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O0vuAAC,0011U00000rht19QAA,Katie O'Grady,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002OCp0AAG,0011U00000rk4LwQAI,Jennifer Watson,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p4w000002O4sLAAS,0014w00002pPaxSAAS,Madeline Jewell,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002ODVfAAO,0011U00000rjLnkQAE,Cari Bollweg,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002K3YRAA0,0011U00000ri30wQAA,Tiffany Friesen,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O5XOAA0,0014w00002pQGNeAAO,Jill McAtee,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002KKXVAA4,0011U00000rjYnmQAE,Kelly DeMeyere-Coursey,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000001prvAAAQ,0011U00000rjrNeQAI,Sean McBrearty,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O1bMAAS,0011U00000ritl2QAA,Sean McBrearty,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O9mSAAS,0014w00003GElzjAAD,Clifford Mitcheff,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O34eAAC,0014w00002pQDBjAAO,Rachel Vreeland,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002O0a3AAC,0014w00002pQGXvAAO,Rita Watkins,Agree,Very Unlikely,Satisfied,Positive,0,80,80,100,6.5
a2p4w000002O2OxAAK,0011U00000rjt29QAA,Melissa Banzon,Strongly agree,Likely,Satisfied,Positive,80,100,80,100,9.0
a2p4w000002O584AAC,0014w00002pQM5uAAG,Jacqueline Bawden,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000qTMFAA2,0011U00000rieIAQAY,Care Team- Ohio,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002O8mHAAS,0013g000006tg0fAAA,Lauren DeAlleaume,Strongly agree,Likely,Satisfied,Positive,80,100,80,100,9.0
a2p4w000001prGHAAY,0011U00000rk67yQAA,Steven Gray,Strongly disagree,Very Likely,Very Satisfied,Positive,100,0,100,100,7.5
a2p4w000002O3upAAC,0011U00000rjDOwQAM,David Smith,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002OBvgAAG,0014w00002pQG0AAAW,Deepa Kordick,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p4w000002O3gEAAS,0014w000031qf8WAAQ,Angela Frantsi,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000002KKXGAA4,0011U00000riy78QAA,Evelyn Hemmingsen,Agree,Somewhat Likely,Neutral,Positive,60,80,60,100,7.5
a2p4w000002OAbGAAW,0011U00000rjlBEQAY,Scott Davidson,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p4w000002NyzfAAC,0013g000007P1tvAAC,Stephen Wills,Agree,Very Likely,Very Satisfied,Positive,100,80,100,100,9.5
a2p4w000002O1kiAAC,0014w000031qX2BAAU,Mark Donnelly,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p4w000001q0tNAAQ,0011U00000ri0GHQAY,Yuri Lee,Strongly agree,Very Likely,Satisfied,Neutral,100,100,80,50,8.25
